name,address,mail,website,longitude,latitude
Kreativranch,"Höfen 6, 91522 Ansbach, Deutschland", "info@kreativranch.de", "http://www.kreativranch.de",,
Kreativwerkstatt ffm,"Hansaallee 150, 60320  Frankfurt am Main, Deutschland", "info@kreativwerkstatt-ffm.de", "http://www.kreativwerkstatt-ffm.de",,
"krimZkrams - Materialsammlung, offene Werkstatt, Workshops","Georg-Schwarz-Str. 7, 04177 Leipzig, Deutschland", "buero@kunzstoffe.de", "http://kunzstoffe.de",,
Kühlhaus Görlitz,"Am Bahnhof Weinhübel 2, 02827 Görlitz, Deutschland", "kontakt@kuehlhaus-goerlitz.de", "http://www.kuehlhaus-goerlitz.de",,
KULTUR BOTSCHAFT BERLIN LICHTENBERG ,"Herzbergstasse 53, 10365 Berlin, Deutschland", "tachelesart@gmail.com", "https://www.facebook.com/KulturbotschaftLichtenberg/",,
Kultur.Werkstatt Löbau,"c/o Löbaulebt e.V.
, Bahnhofs. 26
, 02708 Löbau, 02708 Löbau, Deutschland", "sylvio@loebaulebt.de", "http://www.loebaulebt.de",,
KulturlaborTrial & Error,"Karl-Kungerstr.55, 12435 Berlin, Deutschland", "email@trial-error.org", "http://www.trial-error.org",,
Kunst und Kultur Bastei e.V.,"Oberer Graben 55, 85049 Ingolstadt, Deutschland", "info@kunstundkulturbastei.de", "http://www.kunstundkulturbastei.de",,
Kunst Werk Stadt Berlin e.V,"Boddinstr.12, 12053 Berlin, Deutschland", "mail@kunstwerkstadt-berlin.de", "http://kunstwerkstadt-berlin.de/",,
Kunst-Stoffe - Zentralstelle für wiederverwendbare Materialien e.V.,"Berliner Strasse 17, 13189 Berlin, Deutschland", "info@kunst-stoffe-berlin.de", "http://www.kunst-stoffe-berlin.de",,
Kunstkollektiv Jaffe,"Jaffestraße 12, 21109 Hamburg, Deutschland", "kunstkollektiv.jaffe@gmail.com",,
Kunstwerk-Jena,"Zwätzengasse 13, 07743 Jena, Deutschland", "heike.burkhardt@online.de", "http://www.kunstwerk-jena.de/",,
Kunstwerkstatt Mohrvilla e.V.,"Situlistraße 75
, Rückgebäude, 80989 München, Deutschland", "info@mohr-kunst.de", "http://www.mohr-kunst.de",,
Kunstwerkstatt Samariterstraße e.V.,"Samariterstraße 24
, , 10247 Berlin, Deutschland", "info@kunstwerkstatt-samariterstrasse.de", "http://www.kunstwerkstatt-samariterstrasse.de",,
L1A Makerspace,"Kittlerstr.35, 64289 Darmstadt, Deutschland", "info@l1a.de", "http://www.l1a.de",,
Lab³,"64293 Darmstadt, Deutschland", "info@lab3.org", "http://lab3.org",,
LAMA97 Fahrradselbsthilfewerkstatt,"Langemarckstraße 97, , 79100 Freiburg, Deutschland", "radwerkstatt@jugendhilfswerk.de", "https://www.jugendarbeit-jhw.de/unsere-angebote/lama97/fahrradwerkstatt/",,
Land Leben Kunst Werk e.V.,"Geschwister-Scholl-Str. 25, 06780 Quetzdölsdorf, Deutschland", "info@landlebenkunstwerk.de", "http://www.landlebenkunstwerk.de",,
Landkombinat Gatschow,"Gatschow 22, 17111 Beggerow, Deutschland", "post@landkombinat.org", "http://www.landkombinat.org",,
Lastenrad-Container,"Karpfenteichstr. 13, 12435 Berlin, Deutschland", "info@werkstatt-lastenrad.de", "http://www.werkstatt-lastenrad.de/index.php?title=Berliner_Lastenrad-Netzwerk",,
LastenVelo Freiburg Selbsthilfewerkstatt,"Runzmattenweg 7, 79110 Freiburg im Breisgau, Deutschland", "selbsthilfewerkstatt@lastenvelofreiburg.de", "http://www.lastenvelofreiburg.de/selbsthilfewerkstatt/",,
Leinelab,"Glockseestr.35, 30169 Hannover, Deutschland", "anfragen@leinelab.org", "http://www.leinelab.org",,
Les Bricoleurs,"Hubelhüsistrasse 8, 3147 Mittelhäusern, Schweiz", "amadeus.wittwer@linux.com", "http://www.lesbricoleurs.ch/",,
Linienhof-offene Metallwerkstatt,"Karpfenteichstr. 13, 12435 Berlin, Deutschland", "li­ni­en­hof@ri­seup.net", "http://linienhof.blogsport.de",,
louloute,"Gollierstrasse 33, 80339 München, Deutschland", "salut@louloute.de", "https://www.louloute.de/",,
LutherLAB,"Alte Bahnhofstr. 166, 44892 Bochum, Deutschland", "info@lutherlab.de", "https://www.lutherlab.de",,
machBar im Würmtal,"Elisabethweg, 82152 Planegg, Deutschland", "Vorstand@machBar-im-Wuermtal.de", "https://partner.wuermtal.net/oww.html",,
Macherburg,"Porsestraße 19 (Gebäude 13), 39104  Magdeburg, Deutschland", "kontakt@macherburg.de", "https://macherburg.de/",,
Machwerk e.V.,"Willy-Brandt-Platz 6, 53773 Hennef, Deutschland", "kontakt@machwerk-hennef.de", "https://www.machwerk-hennef.de/",,
MachWerk-Eisenach,"Schmelzerstr. 20, 99817 Eisenach, Deutschland", "machwerkeisenach@gmail.com", "http://www.machwerkeisenach.de",,
MAGIE - Makerspace Giessen,"Georg-Philipp-Gail-Straße 5, 35394  Giessen, Deutschland", "info@flux-stadtimpulse.de", "http://flux-impulse.de/magie/",,
mainframe,"Bahnhofsplatz 10, 26122 Oldenburg, Deutschland", "vorstand@kreativitaet-trifft-technik.de", "http://www.kreativität-trifft-technik.de",,
Maker Austria,"Schönbrunner Straße 125, 1050 Wien, Österreich", "office@makeraustria.at", "http://www.makeraustria.at",,
Maker Lab Murnau,"James-Loeb-Str. 11, 82418 Murnau, Deutschland", "info@makerlab-murnau.de", "http://www.makerlab-murnau.de",,
Maker Pop e.V.,"Maker Pop e.V.
, Seltersweg 49
, , 35390 Gießen, Deutschland", "info@makerpop.de", "http://www.makerpop.de",,
Maker-Werkstadt Frankfurt,"Länderweg, 60599 Frankfurt am Main, Deutschland", "info@maker-werkstadt.de", "http://www.maker-werkstadt.de",,
Makerkutsche,"Dammstrasse 72, 03222 Lübbenau, Deutschland", "frank.thorhauer@awo-bb-sued.de", "http://www.makerkutsche.de",,
Makerspace Bocholt,"kommt bald, 46395 Bocholt, Deutschland", "bijkerk@gmx.de", "http://www.makerspace-bocholt.de",,
Makerspace Bonn,"Kennedyallee 18-20, 53175 Bonn, Deutschland", "hallo@makerspacebonn.de", "https://www.makerspacebonn.de",,
Makerspace Dachau,"Konrad-Adenauer-Straße 23, 85221  Dachau, Deutschland", "vorstand@dachauermaker.space", "https://dachauermaker.space/",,
Makerspace Darmstadt,"Hilpertstraße 31, 64295 Darmstadt, Deutschland", "info@makerspace-darmstadt.de", "http://makerspace-darmstadt.de",,
Makerspace der Stadtbibliothek Bielefeld,"Neumarkt 1, 33602  Bielefeld, Deutschland", "stadtbibliothek.makerspace@bielefeld.de", "https://www.stadtbibliothek-bielefeld.de/open/Portals/0/PDF/Flyer/FLY_Makerspace.", "https://stadtbibliothek-bielefeld.de/open/",,
Makerspace Gießen,"Walltorstraße 57, 35390 Gießen, Deutschland", "info@makerspcae-giessen.de", "https://makerspace-giessen.de/",,
Makerspace Gotha,"Buttermarkt 2, 99867 Gotha, Deutschland", "info@psxservice.com", "http://www.makerspace-gotha.de/",,
Makerspace Greifswald,"Friedrich-von-Hagenow-Straße 5, 17493 Greifswald, Deutschland", "findet-ihr-auf-der-webseite-wg.-spamschutz@greifswald.space", "https://www.greifswald.space",,
Makerspace Gütersloh,"Blessenstätte 1, 33330 Gütersloh, Deutschland", "info@makerspace-gt.de", "http://makerspace-gt.de",,
Makerspace Rhein-Neckar,"Am Bubenpfad 2, 67065 Ludwigshafen, Deutschland", "info@makerspace-rheinneckar.de", "http://www.makerspace-rheinneckar.de",,
Makerspace Südpfalz,"Klaus-von-Klitzing-Str. 2, 76829  Landau, Deutschland", "info@ztl.space", "https://ztl.space",,
Makerspace Viernheim,"Stadionstraße, 68519 Viernheim, Deutschland", "info@makerspace-viernheim.de", "http://www.makerspace-viernheim.de",,
Makerspace Wiesbaden,"Wandersmannstraße 60, 65205 Wiesbaden, Deutschland", "info@makerspace-wi.de", "http://www.makerspace-wi.de",,
Makerspace-Aurich,"Dornbuschweg 13, 26603 Aurich, Deutschland", "info@makerspace-aurich.de", "http://www.makerspace-aurich.de",,
Makerspace-Erfurt,"KrämerLoft GmbH & Co.KG
, z.H. Makerspace Erfurt
, Bahnhofstr. 16/ Büßleber Gasse, 99084 Erfurt, Deutschland", "info@makerspace-erfurt.de", "http://makerspace-erfurt.de",,
Makerspace-Hochschule-Niederrhein,"Raum: IE07
, Reinartzstr. 49, 47805 Krefeld, Deutschland", "makerspace@hs-niederrhein.de", "http://makerspace.hsnr.de",,
Makerspace-Kaarst,"Lindenplatz 6, 41464  Kaarst, Deutschland", "JC@Jugendcentrum.de", "https://www.facebook.com/makerspacekaarst/",,
Makerspace-Leipzig,"Bitterfelder Straße 5, 04129 Leipzig, Deutschland", "info@makerspace-leipzig.de", "http://www.makerspace-leipzig.de",,
Makertreff-Reutlingen,"Max-Plank-Strasse 68/1, 72766 Reutlingen, Deutschland", "vorstand@makertreff.org", "http://www.makertreff.org",,
Malwerkstatt Zwickau,"Reichenbacher Straße 23, 08056 Zwickau, Deutschland", "malwerkstatt.zwickau@t-online.de", "http://Malwerkstatt-Zwickau.jimdo.com",,
MANU - die offene Werkstatt,"Quireinerstr. 20 C, 39100 Bozen, Italieninfo@manu.bz.it", "http://www.manu.bz.it",,
MarbleArt,"Rövkampallee 43, 23714 Malente, Deutschland", "martina.burgert@web.de", "http://www.marbleart.de",,
Metallwerkstatt AJZ  Bielefeld,"Heeperstrasse 132
, 33607 bielefeld, 33607 bielefeld, Deutschland", "velobar@web.de", "http://ajz-bielefeld.de",,
MetroLab Berlin,"Sterkrader Str.44, 13507 Berlin, Deutschland", "MetroLab.Berlin@gmail.com", "https://berlin-metronom.de/metrolab-die-makerwerkstatt-im-metronom/",,
minitopia - Alternation e.V.,"Georg-Wilhelm-Strasse 322, 21107 Hamburg, Deutschland", "info@alternation.net", "http://www.minitopia.de",,
Mitmachwerkstatt Münsterland,"Borghof 6, 48366 Laer, Deutschland", "info@gutes-von-uns.de",,
Mode-Kollektiv,"Görlinger Zentrum 18
, , 50829  Köln, Deutschland", "dominik_siebel@icloud.com", "http://institut-fuer-weltgestaltung.de/",,
Montage-Café,"Rudolf-Breitscheid-Straße 38, 16816 Neuruppin, Deutschland", "s.fulz@estaruppin.de", "http://www.estaruppin.de/werkstatt-suedstadt/montage-cafe.html",,
Montagswerkstatt Leben im Sein,"Herrenweidestrasse 4, 4451 Garsten, Österreich", "montagswerkstatt@lebenimsein.at", "http://www.lebenimsein.at",,
Motion Lab,"Bouchéstrasse 12, 12435 Berlin, Deutschland", "info@motionlab.berlin", "https://motionlab.berlin/",,
Mr. und Mrs. Nähcafé,"Limpericher Straße 22, 53225 Bonn, Deutschland", "info@mrundmrs-naehcafe.de", "http://www.mrundmrs-naehcafe.de",,
Müllwerkstatt für Kinder,"Isabel Zinecker
, Erlengrund 2, 21335 Lüneburg, Deutschland", "info@muellwerkstatt.de", "http://www.muellwerkstatt.de",,
Munich Maker Lab,"Dachauer Str. 112 F, 80636 München, Deutschland", "info@munichmakerlab.de", "https://munichmakerlab.de",,
Musikhaus Ortel,"Neuhausgasse 6, 61169 Friedberg, Deutschland", "offene-werkstatt@musikhaus-ortel.de", "http://www.musik-ortel.de/werkstatt.php",,
Nachbarschafft e.V.,"Straße am Schoelerpark, 10715 Berlin, Deutschland", "info@nachbarschafft-ev.de", "http://www.nachbarschafft-ev.de",,
Nachbarschaftsgärten e.V.,"Josephstraße, 04177 Leipzig-Lindenau, Deutschland", "info@nachbarschaftsgaerten.de", "http://www.nachbarschaftsgaerten.de",,
Nachbarschaftswerkstatt der Baugemeinschaft Wunschnachbarn,"Auf dem Stahlseil, 50733 Köln, Deutschland", "werkstatt@wunschnachbarn.de", "https://wunschnachbarn.de/werkstatt",,
Naehpoint Wiesbaden,"Straße der Republik, 65203 Wiesbaden, Deutschland", "vdhanja@naehpoint.de", "http://www.naehpoint.de",,
Näh.Werk,"Jagdweg , 01159 Dresden, Deutschland", "hallo@naehwerk.org", "http://www.naehwerk.org",,
Nähbar im KUBA,"Am Bahnhof, 29456 Hitzacker, Deutschland", "okaydalang@freenet.de", "https://naehbarimkuba.wordpress.com/",,
Nähcafé Kiel,"Kieler Str. , 24223 Kiel, Deutschland", "info@naehcafe-kiel.de", "http://www.naehcafe-kiel.de",,
Nähcafe` Zeitlos,"Greizer Str. 47, 07937 Zeulenroda-Triebes, Deutschland", "info@deckennachmass.de", "https://www.facebook.com/Nähcafe-Zeitlos-659258484205402",,
Nähsalon,"Hauptstrasse, 91058 Erlangen, Deutschland", "info@naehsalon.com", "https://www.naehsalon-erlangen.de/offene-werkstatt/",,
Nähzimmer-Offene Schneiderei Werkstatt,"Hochstr., 47506 Neukirchen-Vluyn, Deutschland", "migration@tuwas-genossenschaft.de", "http://www.tuwas-genossenschaft.de/projekte/offene-werkstatt-naehzimmer.html",,
Nerdberg e.V,"Jakobinenstraße, 90762 Fürth, Deutschland", "vorstand@nerdberg.de", "http://nerdberg.de",,
Netz39,"Leibnizstraße, 39104 Magdeburg, Deutschland", "kontakt@netz39.de", "http://www.netz39.de",,
Netzbiotop e.V.,"Riesaer Str., 01127 Dresden, Deutschland", "mail@c3d2.de", "https://c3d2.de/unterstuetzen.html",,
Niemandsland,"Heerstraße, 40227 Düsseldorf, Deutschland", "info@niemandsland.org", "http://www.niemandsland.org",,
ob-ej-kt Die Werkstatt für Jedermann,"Schneiderstr. , 40764 Langenfeld, Deutschland", "info@ob-ej-kt.de", "http://www.ob-ej-kt.de",,
Oberlab,"Rudolf-Diesel-Ring, 83607 Holzkirchen, Deutschland", "info@oberlab.de", "http://www.oberlab.de",,
Offene Fahrradwerkstatt Isselburg (OFI),"Herzog-Adolph-Straße, 46419 Isselburg, Deutschland", "michael@ttisselburg.de", "http://www.ttisselburg.de/Fahrradwerkstatt.html",,
Offene Holzwerkstatt Borsdorf,"Industriestraße, 04451 Borsdorf, Deutschland", "pfeil-s@web.de",,
Offene Jugendwerkstatt Karlsruhe,"Hohenwettersbacherstr. 36, 76228 Grünwettersbach, Deutschland", "vorstand@offene-jugendwerkstatt.de", "http://www.offene-jugendwerkstatt.de",,
Offene Jugendwerkstatt St. Ingbert,"Alte Schmelz 66/64, 66386 St. Ingbert, Deutschland", "OJW-IGB@alte-schmelz.de", "http://alte-schmelz.org/mint-initiativen-igb/offene-jugendwerkstatt-ojw/",,
offene nachbarschaftswerkstatt WRG-Süd,"Gegend Hugo-Luther-Str., 38118 Braunschweig, Deutschland", "sch.egal@nirgendwo.info",,
Offene Werkstatt am Stadtwald,"Bonhoeffer-Str., 35037 Marburg, Deutschland", "team@ikjg.de", "http://ikjg.de/index.php?id=131",,
"Offene Werkstatt für Handwerk, Technik und Handarbeit","Frauenzentrum Cottbus e.V
, Thiemstr. 55, 03050 Cottbus, Deutschland", "mia@maedchentreff-cottbus.de", "http://www.maedchentreff-cottbus.de/werkstatt/",,
offene Werkstatt Gudwork,"Rat-Beil-Strasse, 60316 Frankfurt am Main, Deutschland", "gudwork@gmx.de", "http://www.gudwork.com",,
Offene Werkstatt im K.A.F.F,"Am Speicher, 49090 Osnabrück, Deutschland", "selbsthilfewerkstatt@freiraum-petersburg.de", "https://werkstattfueralle.wordpress.com/",,
Offene Werkstatt Karlsruhe," Karlsruhe, Deutschland", "kontakt@owka.de", "http://owka.de",,
Offene werkstatt Lutherplatz,"Lutherplatz, 13585 Berlin, Deutschland", "johannes@openberlin.org", "http://www.openberlin.org",,
offene Werkstatt Spremberg,"Am Markt, 03130 Spremberg, Deutschland", "kontakt@owspremberg.de", "https://owspremberg.de",,
Offene Werkstätte Weiz-Thannhausen,"Landscha, 8160 Thannhausen, Österreich", "andreas.proksch@kormans.at", "http://www.offene-werkstaette.at",,
Offene-Werkstatt-Freising,"Schwalbenweg, 85356 Freising, Deutschland", "info@einfach-selber-machen.org", "http://www.einfach-selber-machen.org",,
OK Werkstatt,"Glockengasse, 5020 Salzburg, Österreich", "ok.werkstatt@gmail.com", "http://www.ok-werkstatt.at",,
Open Source Ecology Germany e.V.,"Sandbergweg, 19306  Blievensdorf, Deutschland", "mail@ose-germany.de", "http://www.ose-germany.de",,
Open-Lab Hamburg,"Holstenhofweg, 22043 Hamburg, Deutschland", "tobias.redlich@hsu-hh.de", "http://www.openlab-hamburg.de",,
OpenLab Augsburg,"Elisenstraße, 86159 Augsburg, Deutschland", "kontakt@KEINSPAM.openlab-augsburg.de", "https://www.openlab-augsburg.de/",,
OW-BB-SIFI,"71000 Böblingen/Sindelfingen, Deutschland", "kontakt@owbbsifi.de", "http://www.owbbsifi.de",,
Papierwerk Glockenbach,"Auenstr., 80469 München, Deutschland", "info@papierwerk-glockenbach.de", "http://www.papierwerk-glockenbach.de",,
planraum makerspace,"Auweg, 93055 Regensburg, Deutschland", "kontakt@planraum.org", "http://planraum.org",,
Plattenladen Kollektiv,"Sonnenallee, 12059 Berlin, Deutschland", "fabi@schmidies.de", "http://plattenladenkollektiv.de/",,
PlatzProjekt,"Fössestraße, 30453 Hannover, Deutschland", "info@platzprojekt.de", "http://www.platzprojekt.de",,
polytechnischer Werkraum Zittau,"Innere Weberstr., 02763 Zittau, Deutschland", "werkraum@freiraumzittau.de", "http://werkraum.freiraumzittau.de",,
Protohaus,"Rebenring, 38116 Braunschweig, Deutschland", "info@protohaus.org", "http://www.protohaus.org",,
quellkollektiv,"Wandererstr. , 90431 Nürnberg, Deutschland", "info@quellkollektiv.net", "http://www.quellkollektiv.net",,
RABRYKA,"Bautzener Straße, 02826 Görlitz, Deutschland", "info@second-attempt.de", "https://www.rabryka.eu",,
Rad i.O.,"Wundtstraße, 01217 Dresden, Deutschland", "info@rad-i-o.org", "http://www.rad-i-o.org",,
Rad-Team Leibnitz-Gymnasium Essen,"Stankeitstraße, 45326 Essen, Deutschland", "leibniz-rad-ag@gmx.de", "http://www.leibniz-gymnasium-essen.de/news/101-ags/727-rad-team-leibniz-gymnasium-on-tour-erfolgreicher-rad-aktionstag-am-28-april-in-holsterhausen",,
Radküche Münze,"Münzweg, 20097 Hamburg, Deutschland", "info.muera@viertelzimmer.net",,
Raum.Wagen,"Kreuzweg, 4040 Linz, Österreich", "email@raumwagen.info", "http://www.raumwagen.info",,
Raumfahrtagentur,"Gerichtstr., 13347 Berlin, Deutschland", "info@raumfahrtagentur.org", "http://www.raumfahrtagentur.org",,
RaumZeitLabor e.V.,"Boveristraße, 68309 Mannheim, Deutschland", "info@raumzeitlabor.de", "http://raumzeitlabor.de",,
Repair Cafe Böblingen-Sindelfingen,"Friedrich-List-Str., 71032 Böblingen, Deutschland", "RepairCafe@posteo.de", "http://www.repaircafe-bb-sifi.de",,
Repair Café Leonberg,"Neuköllner Str., 71229 Leonberg, Deutschland", "info@repair-leonberg.de", "http://www.repair-leonberg.de",,
Repair Café Ochtrup / KGG St.Lambertus,"Professor-Gärtner-Straße, 48607 Ochtrup, Deutschland", "repaircafeochtrup@gmail.com",,
Rio Raum,"Asylstr., 92637 Weiden in der Oberpfalz, Deutschland", "rio.raum@web.de",,
Sailing Team Darmstadt e.V.,"Hochschulstraße, 64289 Darmstadt, Deutschland", "info@sailingteam.tu-darmstadt.de", "http://www.st-darmstadt.de",,
Schaffenburg,"Dorfstr., 63741 Damm, Deutschland", "kontakt@schaffenburg.org", "https://schaffenburg.org",,
Schafferei – Offene Werkstatt Göppingen e.V.,"73033 Göppingen, Deutschland", "info@schafferei.org", "https://www.schafferei.org/",,
Schmiede im Hof Berlin,"Pankstrasse, 13127 Berlin, Deutschland", "schmiedekurse@gmx.de", "http://www.schmiedekurse-berlin.de/",,
Schmiedfeuer Werkstatt und Beratung,"Freiligrathwall, 59494 Soest, Deutschland", "post@hellersand.de", "http://www.schmiedefeuer.eu",,
Schnittstelle,"Wandererstr., 90431 Nürnberg, Deutschland", "hello@weareyar.de", "http://www.weareyar.de",,
"schokowerkstatt, die|frauenmöbelwerkstatt","Mariannenstr. 6, 10997 Berlin - Kreuzberg, Deutschland", "info@schokowerkstatt.de", "https://schokowerkstatt.de",,
Schöpfwerk Eberswalde,"Schöpfurter Strasse, 16225 Eberswalde, Deutschland", "schoepfwerk@hebewerk-eberswalde.de", "https://schoepfwerk.wordpress.com",,
SDW-Neukölln,"Taborstr., 10997 Berlin, Deutschland", "druckerei@sdw-neukoelln.de", "http://www.sdw-neukoelln.de",,
SEKUNDÄR-SCHiCK,"Treskowallee, 10319 Berlin, Deutschland", "info@sekundaer-schick.de", "http://www.sekundaer-schick.de",,
Selfmade,"Leuthardstraße, 44135 Dortmund, Deutschland", "info@uk-buero-dortmund.de", "http://selfmadedortmund.de",,
shackspace,"Ulmer Str., 70327 Stuttgart, Deutschland", "kontakt@shackspace.de", "https://shackspace.de/",,
Siebdruck-Atelier Posa,"Kloster Posa, 06712 Zeitz, Deutschland", "siebdruck@kloster-posa.de", "http://www.kloster-posa.de",,
Siebdruckwerkstatt K4,"Königsstr., 90402 Nürnberg, Deutschland", "xirva@web.de", "https://www.kunstkulturquartier.de/",,
silberfabrik,"Elsässer Straße, 81667 München, Deutschland", "kontakt@silberfabrik.com", "http://www.silberfabrik.com",,
SLUB Makerspace,"Zellescher Weg, 01069 Dresden, Deutschland", "Paul.Schwanse@slub-dresden.de", "http://www.slub-dresden.de/service/arbeitsplaetze-arbeitsraeume/makerspace/",,
SonnenLAB,"Buchenweg, 72297 Seewald, Deutschland", "lab@sonnenwald.org", "https://lab.sonnenwald.org",,
Stadt-Teil-Werkstatt,"Kniesrtraße, 30167 Hannover (Nordstadt), Deutschland", "v.wilharm@werkstattschule.de", "http://www.stadt-teil-werkstatt.de",,
Stadtteilfabrik,"Altenbergstr., 45141 Essen, Deutschland", "mail@stadtteilfabrik.de", "http://www.stadtteilfabrik.de",,
"Station für Technik, Naturwissenschaften, Kunst Weißwasser e.V.","Professor-Wagenfeld-Ring, 02943 Weißwasser, Deutschland", "info@station-weisswasser.de", "http://www.station-weisswasser.de",,
Sternenlabor,"Senefelderstraße, 08523 Plauen, Deutschland", "kontakt@sternenlabor.de", "http://www.sternenlabor.de",,
Stoffdeck Co-Working Wilhelmsburg,"Am Veringhof, 21107 Hamburg, Deutschland", "info@stoffdeck.de", "http://www.stoffdeck.de",,
Stratum 0,"Hamburger Str. , 38114 Braunschweig, Deutschland", "kontakt@stratum0.org", "https://stratum0.org",,
Straze,"Stralsunder Strasse, 17489 Greifswald, Deutschland", "info@straze.de", "http://straze.de",,
streifenholz,"10405 Berlin, Deutschland", "info@streifenholz.de", "http://streifenholz.de",,
Studiwerkstatt Aachen e.V.,"Adalbertsteinweg, 52014 Aachen, Deutschland", "team@studenten-werkstatt.de", "https://www.studiwerkstatt.de/",,
Technikfreunde,"Am Alten Eisenwerk, 66740 Saarlouis, Deutschland", "dirkganster@gmail.com", "http://www.technikfreund.org",,
"Technikstützpunkt ""TechBil""","Rosa-Luxemburg Straße, 16303 Schwedt/Oder, Deutschland", "mail@techbil.de", "http://www.techbil.de",,
TH-Brandenburg,"Magdeburger Straße, 14770 Brandenburg an der Havel, Deutschland", "info@th-brandenburg.de", "https://offene-werkstatt.th-brandenburg.de/die-werkstatt/",,
the#Brake,"Valentinskamp, 20355 Hamburg, Deutschland", "info@thebrake.org", "http://www.thebrake.org",,
Toolbox Bodensee e.V.,"Bergheimer Str., 88677 Markdorf, Deutschland", "thomas.kekeisen@toolbox-bodesee.de", "http://toolbox-bodensee.de",,
ToolTime,"Ferdinand-Schultze-Straße, 13055 Berlin, Deutschland", "hallo@tooltime.berlin", "http://www.tooltime.berlin",,
Toppoint e.V.,"Fraunhoferstr., 24118 Kiel, Deutschland", "info@toppoint.de", "http://www.toppoint.de",,
Transition Town Augsburg,"Obstmarkt, 86152 Augsburg, Deutschland", "info@transition-town-augsburg.de", "http://www.transition-town-augsburg.de",,
Transition Town Witzenhausen - Projekthaus,"Brückenstraße, 37213 Witzenhausen, Deutschland", "info@ttwitzenhausen.de", "http://www.ttwitzenhausen.de",,
TransitionHaus Bayreuth,"Ludwigstr., 95444 Bayreuth, Deutschland", "repaircafe@buntstattbraun-bt.de", "http://transition-bayreuth.de/",,
tüd3l.eck,"Weingarten, 21481 Lauenburg/Elbe, Deutschland", "stefan.epping@lauenburg.de", "https://lokal.digital-sh.de/startseite/lauenburg/",,
Tüftelwerk,"Unterlachenstrasse, 6005 Luzern, Schweiz", "info@tueftelwerk.ch", "http://www.tueftelwerk.ch",,
Turbine,"Eisengasse, 6440 Ingenbohl, Schweiz", "info@turbine-brunnen.ch", "http://www.turbine-brunnen.ch",,
UN-Hack-Bar e.V.,"Morgenstrasse, 59423 Unna, Deutschland", "info@unhb.de", "https://www.un-hack-bar.de",,
UNIKAT,"Am Helmholtzring, 98693 Ilmenau, Deutschland", "unikat@tu-ilmenau.de", "https://www.tu-ilmenau.de/unikat/",,
Unternehmen Chance,"Von-Behring-Str., 88131 Lindau, Deutschland", "info@unternehmen-chance.de", "http://www.unternehmen-chance.de",,
UnternehmerTUM MakerSpace GmbH,"Lichtenbergstraße, 85748 Garching, Deutschland", "info@maker-space.de", "https://www.maker-space.de/",,
Upcyclingbörse Hannover,"Glockseestraße, 30169  Hannover, Deutschland", "gs@upcyclingboerse-hannover.de", "http://upcyclingboerse-hannover.de",,
Urban Lab,"Muggenhofer Straße, 90429 Nürnberg, Deutschland", "michael@fabfolk.com", "http://www.urbanlab-nuernberg.de",,
Urbanisten-Manufaktur,"Huckarder Straße, 44147 Dortmund, Deutschland", "manufaktur@dieurbanisten.de", "https://dieurbanisten.de/aktionsfelder/manufaktur/",,
UTOPIAwerkstatt,"Mirker Straße, 42105 Wuppertal, Deutschland", "info@devtal.de", "http://devtal.de/wiki/FabLab",,
Velo Café,"Landsbergerstraße, 81241 München, Deutschland", "verein@kupa-west.de", "http://www.kupa-west.de/kupa/velocafe.html",,
Verschwoerhaus,"Weinhof, 89073 Ulm, Deutschland", "kontakt18@verschwoerhaus.de", "https://verschwoerhaus.de/",,
Verstehbahnhof,"Bahnhofstrasse, 16798 Fürstenberg, Deutschland", "verein@havellab.org", "https://verstehbahnhof.de/",,
Vétomat,"Wühlischstr., 10245 Berlin, Deutschland", "werkstatt@vetomat.net", "https://cms.vetomat.net",,
ViNN:Lab,"Hochschulring, 15745 Wildau, Deutschland", "creativelab@th-wildau.de", "http://vinnlab.th-wildau.de/",,
VOLLDABEI Fahrrad-Reparatur-Café,"Sommestr., 86159 Augsburg, Deutschland", "kontakt@volldabei.org", "http://volldabei.org",,
"Von Herz zu Herz ""Nähherzen""","Kufsteiner Strasse , 83064 Raubling, Deutschland", "willkommen@von-herz-zu-herz.org", "http://www.von-herz-zu-herz.org",,
vspace.one,"Wilhelm-Binder-Str, 78048 Villingen-Schwenningen, Deutschland", "info@vspace.one", "http://www.vspace.one",,
wagnis-werkstatt,"Heinrich-Böll-Str., 81829 München, Deutschland", "werkstatt@nachbarschaftswerk-wagnis.org", "http://www.wagnis-werkstatt.org",,
Welcome Werkstatt e.V.,"Bachstraße, 22083 Hamburg, Deutschland", "info@welcome-werkstatt.de", "https://www.welcome-werkstatt.de",,
Werk 2,"Kochstraße, 04277  Leipzig, Deutschland", "info@werk-2.de", "https://www.werk-2.de/werkstaetten-kurse/werkstaetten/",,
Werk- und Kulturscheune Loitsche e.V.,"Stendaler Str., 39326 Loitsche-Heinrichsberg, Deutschland", "mail@werkundkultur.de", "http://www.werkundkultur.de",,
Werk-Stadtpiraten e.V.,"Jagdweg, 01159 Dresden, Deutschland", "werkstatt@notraces.net", "http://werkstadtpiraten.blogsport.de",,
Werk.Stadt.Laden.,"Jagdweg, 01159 Dresden, Deutschland", "post@werkstadtladen.de", "http://www.werkstadtladen.de",,
